0.4	0.028774
0.401	0.030507
0.402	0.030046
0.403	0.031888
0.404	0.031832
0.405	0.036195
0.406	0.036181
0.407	0.036154
0.408	0.03745
0.409	0.036098
0.41	0.037361
0.411	0.0408
0.412	0.0408
0.413	0.042535
0.414	0.043852
0.415	0.042622
0.416	0.044145
0.417	0.045934
0.418	0.045934
0.419	0.04645
0.42	0.04666
0.421	0.048052
0.422	0.05152
0.423	0.047701
0.424	0.052237
0.425	0.053792
0.426	0.05813
0.427	0.058017
0.428	0.059607
0.429	0.055159
0.43	0.057905
0.431	0.061128
0.432	0.060966
0.433	0.060723
0.434	0.063765
0.435	0.065168
0.436	0.063896
0.437	0.065346
0.438	0.067322
0.439	0.069533
0.44	0.072892
0.441	0.072998
0.442	0.075194
0.443	0.075086
0.444	0.076229
0.445	0.076627
0.446	0.077818
0.447	0.077647
0.448	0.077932
0.449	0.078917
0.45	0.079702
0.451	0.083861
0.452	0.08519
0.453	0.082147
0.454	0.084871
0.455	0.082333
0.456	0.084668
0.457	0.091271
0.458	0.090365
0.459	0.086305
0.46	0.092171
0.461	0.092653
0.462	0.090576
0.463	0.09389
0.464	0.095276
0.465	0.094827
0.466	0.096058
0.467	0.094529
0.468	0.097531
0.469	0.096664
0.47	0.100773
0.471	0.10249
0.472	0.102326
0.473	0.100376
0.474	0.102081
0.475	0.103635
0.476	0.103469
0.477	0.106452
0.478	0.104527
0.479	0.107667
0.48	0.104278
0.481	0.106083
0.482	0.108969
0.483	0.110182
0.484	0.111331
0.485	0.109563
0.486	0.111975
0.487	0.113539
0.488	0.115033
0.489	0.116048
0.49	0.116048
0.491	0.115955
0.492	0.11781
0.493	0.118094
0.494	0.118379
0.495	0.120306
0.496	0.122799
0.497	0.127341
0.498	0.125668
0.499	0.125668
0.5	0.127367
0.501	0.131642
0.502	0.130945
0.503	0.130945
0.504	0.131718
0.505	0.131303
0.506	0.13089
0.507	0.133927
0.508	0.136928
0.509	0.136122
0.51	0.137201
0.511	0.137953
0.512	0.138846
0.513	0.139459
0.514	0.142413
0.515	0.14454
0.516	0.142222
0.517	0.145373
0.518	0.147229
0.519	0.148401
0.52	0.14817
0.521	0.148864
0.522	0.152379
0.523	0.151908
0.524	0.152957
0.525	0.15637
0.526	0.154121
0.527	0.155283
0.528	0.157604
0.529	0.157243
0.53	0.158088
0.531	0.16369
0.532	0.164336
0.533	0.164462
0.534	0.163219
0.535	0.16591
0.536	0.17062
0.537	0.172343
0.538	0.170148
0.539	0.169761
0.54	0.172328
0.541	0.177178
0.542	0.173844
0.543	0.173844
0.544	0.178112
0.545	0.182214
0.546	0.182629
0.547	0.183214
0.548	0.182407
0.549	0.184709
0.55	0.187286
0.551	0.18945
0.552	0.189743
0.553	0.192992
0.554	0.192708
0.555	0.193408
0.556	0.192701
0.557	0.194673
0.558	0.193834
0.559	0.198132
0.56	0.20497
0.561	0.208323
0.562	0.207466
0.563	0.211258
0.564	0.210463
0.565	0.208684
0.566	0.211091
0.567	0.213812
0.568	0.216737
0.569	0.216737
0.57	0.21771
0.571	0.218199
0.572	0.221061
0.573	0.222248
0.574	0.22197
0.575	0.223153
0.576	0.226486
0.577	0.228159
0.578	0.228421
0.579	0.226659
0.58	0.228792
0.581	0.228445
0.582	0.231792
0.583	0.234268
