0.35	0.030191
0.351	0.030191
0.352	0.030033
0.353	0.029915
0.354	0.029879
0.355	0.02996
0.356	0.030166
0.357	0.0305
0.358	0.030972
0.359	0.031618
0.36	0.032482
0.361	0.033608
0.362	0.035045
0.363	0.036844
0.364	0.039055
0.365	0.041722
0.366	0.044888
0.367	0.048598
0.368	0.052905
0.369	0.05786
0.37	0.063515
0.371	0.069913
0.372	0.077097
0.373	0.085098
0.374	0.09391
0.375	0.103515
0.376	0.113883
0.377	0.124921
0.378	0.136525
0.379	0.148587
0.38	0.160985
0.381	0.173598
0.382	0.186308
0.383	0.199014
0.384	0.211618
0.385	0.224021
0.386	0.23613
0.387	0.24785
0.388	0.259099
0.389	0.26985
0.39	0.280086
0.391	0.289792
0.392	0.298951
0.393	0.307548
0.394	0.315574
0.395	0.323045
0.396	0.329986
0.397	0.336424
0.398	0.342389
0.399	0.347913
0.4	0.353027
0.401	0.357746
0.402	0.362082
0.403	0.366053
0.404	0.369692
0.405	0.373038
0.406	0.376126
0.407	0.378973
0.408	0.381596
0.409	0.384009
0.41	0.386225
0.411	0.388261
0.412	0.390129
0.413	0.391848
0.414	0.393435
0.415	0.394907
0.416	0.396276
0.417	0.397554
0.418	0.39875
0.419	0.399871
0.42	0.400923
0.421	0.401908
0.422	0.402828
0.423	0.403681
0.424	0.404469
0.425	0.405197
0.426	0.405874
0.427	0.406512
0.428	0.407138
0.429	0.407787
0.43	0.408478
0.431	0.409187
0.432	0.409874
0.433	0.410507
0.434	0.411078
0.435	0.411582
0.436	0.412016
0.437	0.412377
0.438	0.412662
0.439	0.412873
0.44	0.413025
0.441	0.413139
0.442	0.413236
0.443	0.413343
0.444	0.413488
0.445	0.413691
0.446	0.413936
0.447	0.414196
0.448	0.414451
0.449	0.414696
0.45	0.414929
0.451	0.415153
0.452	0.41537
0.453	0.415589
0.454	0.415811
0.455	0.416033
0.456	0.416247
0.457	0.416448
0.458	0.41664
0.459	0.416827
0.46	0.417012
0.461	0.417196
0.462	0.417381
0.463	0.417567
0.464	0.417752
0.465	0.417935
0.466	0.418115
0.467	0.418293
0.468	0.418469
0.469	0.418642
0.47	0.418812
0.471	0.418977
0.472	0.419136
0.473	0.419289
0.474	0.419437
0.475	0.419581
0.476	0.41972
0.477	0.419857
0.478	0.419992
0.479	0.420127
0.48	0.420264
0.481	0.420404
0.482	0.420547
0.483	0.420687
0.484	0.420822
0.485	0.420952
0.486	0.421078
0.487	0.421199
0.488	0.421317
0.489	0.421435
0.49	0.421553
0.491	0.42167
0.492	0.421782
0.493	0.421889
0.494	0.42199
0.495	0.422088
0.496	0.422185
0.497	0.422279
0.498	0.422372
0.499	0.422462
0.5	0.422551
0.501	0.422639
0.502	0.422728
0.503	0.422814
0.504	0.422896
0.505	0.422973
0.506	0.423045
0.507	0.423113
0.508	0.42318
0.509	0.423246
0.51	0.423311
0.511	0.423377
0.512	0.42344
0.513	0.423498
0.514	0.42355
0.515	0.423597
