0.5	0.113
0.51	0.1265
0.52	0.14
0.53	0.15
0.54	0.16
0.55	0.181
0.56	0.202
0.57	0.221
0.58	0.24
0.59	0.2505
0.6	0.261
0.61	0.268
0.62	0.275
0.63	0.279
0.64	0.283
0.65	0.289
0.66	0.295
0.67	0.3025
0.68	0.31
0.69	0.3175
0.7	0.325
0.71	0.331
0.72	0.337
0.73	0.3395
0.74	0.342
0.75	0.3425
0.76	0.343
0.77	0.3425
0.78	0.342
0.79	0.338
0.8	0.334
0.81	0.33
0.82	0.326
0.83	0.3245
0.84	0.323
0.85	0.322
0.86	0.321
0.87	0.323
0.88	0.325
0.89	0.327
0.9	0.329
0.91	0.3335
0.92	0.338
0.93	0.34
0.94	0.342
0.95	0.345
0.96	0.348
0.97	0.354
0.98	0.36
0.99	0.3665
1	0.373
1.01	0.379
1.02	0.385
1.03	0.3895
1.04	0.394
1.05	0.4
1.06	0.406
1.07	0.412
1.08	0.418
1.09	0.4255
1.1	0.433
1.11	0.441
1.12	0.449
1.13	0.4565
1.14	0.464
1.15	0.4675
1.16	0.471
1.17	0.4765
1.18	0.482
1.19	0.4895
1.2	0.497
1.21	0.501
1.22	0.505
1.23	0.507
1.24	0.509
1.25	0.509
1.26	0.509
1.27	0.5105
1.28	0.512
1.29	0.5105
1.3	0.509
1.31	0.504
1.32	0.499
1.33	0.494
1.34	0.489
1.35	0.4765
1.36	0.464
1.37	0.437
1.38	0.41
1.39	0.4115
1.4	0.413
1.41	0.4245
1.42	0.436
1.43	0.4475
1.44	0.459
1.45	0.4645
1.46	0.47
1.47	0.473
1.48	0.476
1.49	0.4805
1.5	0.485
1.51	0.4885
1.52	0.492
1.53	0.498
1.54	0.504
1.55	0.5065
1.56	0.509
1.57	0.5125
1.58	0.516
1.59	0.5175
1.6	0.519
1.61	0.5195
1.62	0.52
1.63	0.52
1.64	0.52
1.65	0.52
1.66	0.52
1.67	0.52
1.68	0.52
1.69	0.52
1.7	0.52
1.71	0.52
1.72	0.52
1.73	0.517
1.74	0.514
1.75	0.511
1.76	0.508
1.77	0.5065
1.78	0.505
1.79	0.503
1.8	0.501
1.81	0.499
1.82	0.497
1.83	0.494
1.84	0.491
1.85	0.4765
1.86	0.462
1.87	0.4405
1.88	0.419
1.89	0.3805
1.9	0.342
1.91	0.333
1.92	0.324
1.93	0.328
1.94	0.332
1.95	0.345
1.96	0.358
1.97	0.3645
1.98	0.371
1.99	0.3785
2	0.386
2.01	0.398
2.02	0.41
2.03	0.416
2.04	0.422
2.05	0.426
2.06	0.43
2.07	0.4325
2.08	0.435
2.09	0.4325
2.1	0.43
2.11	0.4205
2.12	0.411
2.13	0.4
2.14	0.389
2.15	0.3795
2.16	0.37
2.17	0.357
2.18	0.344
2.19	0.3365
2.2	0.329
2.21	0.3295
2.22	0.33
2.23	0.34
2.24	0.35
2.25	0.358
2.26	0.366
2.27	0.367
2.28	0.368
2.29	0.363
2.3	0.358
2.31	0.3495
2.32	0.341
2.33	0.3325
2.34	0.324
2.35	0.318
2.36	0.312
2.37	0.306
2.38	0.3
2.39	0.295
2.4	0.29
2.41	0.284
2.42	0.278
2.43	0.273
2.44	0.268
2.45	0.263
2.46	0.258
2.47	0.253
2.48	0.248
